feature	c__Chloroplast Class	d__Bacteria Kingdom	f__Borkfalkiaceae Family	f__Christensenellaceae Family	f__Clostridiaceae_222000 Family	f__Coprobacillaceae Family	f__Eggerthellaceae Family	f__Lachnospiraceae Family	f__Muribaculaceae Family	f__Oscillospiraceae_88309 Family	f__Peptostreptococcaceae_256921 Family	g__1XD8-76	g__Acetatifactor	g__Acidovorax_F_589733	g__Acutalibacter	g__Adlercreutzia_A_404199	g__Adlercreutzia_A_404257	g__Adlercreutzia_A_404260	g__Akkermansia	g__Alistipes_A_871400	g__Anaerotruncus	g__Avispirillum	g__Bacteroides_H_857956	g__Bifidobacterium_388775	g__Borkfalkia	g__Brotaphodocola	g__Butyribacter	g__C-19	g__CAG-269	g__CAG-314	g__CAG-873	g__COE1	g__Choladousia	g__Clostridium_AQ	g__Clostridium_J	g__Clostridium_T	g__Comamonas_F_589250	g__Dorea_D_143701	g__Dubosiella	g__Duncaniella	g__Dysosmobacter	g__Emergencia	g__Enterenecus	g__Enterocloster	g__Enterococcus_B	g__Enterococcus_H_360604	g__Enterorhabdus	g__Eubacterium_F	g__Eubacterium_G_180878	g__Eubacterium_R	g__Faecalibaculum	g__Granulimonas	g__Hominilimicola	g__Hominisplanchenecus_A	g__Ileibacterium	g__Kineothrix	g__Lachnoclostridium_B	g__Lacrimispora	g__Lactobacillus	g__Laedolimicola	g__Lawsonibacter	g__Lepagella	g__Lientehia	g__Ligilactobacillus	g__Limosilactobacillus	g__MD308	g__Merdibacter	g__Mesorhizobium_I	g__NK4A144	g__Novosphingobium	g__Paraclostridium	g__Parasutterella_564865	g__Parvibacter	g__Pelethenecus	g__Petralouisia	g__Porcincola	g__Pseudomonas_E_647464	g__Romboutsia_B	g__Romboutsia_D_247318	g__Ruminococcus_B	g__Schaedlerella	g__Sporofaciens	g__Staphylococcus	g__Stenotrophomonas_A_615274	g__Streptococcus	g__Suilimivivens	g__Thomasclavelia	g__Turicibacter	g__UBA2730	g__UBA3282	g__UBA7173	g__UBA9414	g__UBA946	g__Ventrisoma	g__WRAF01	o__Christensenellales Order	o__Lachnospirales Order
Villapol_11_DPI_527	NA	NA	NA	NA	NA	NA	NA	-11.8024355848619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.4706229010427	NA	NA	NA	-0.489666053457549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.10755539206271	-3.68557182717101	NA	NA	NA	NA	NA	NA	NA	-10.664932061112	-9.31700875769166	-4.36780735722518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.48050748997454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.96197235099236	NA	NA	NA	NA	NA	NA	-7.83896146088702	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.22954591644133	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_528	NA	NA	-7.80871440863004	-11.1396312867447	NA	NA	NA	-7.10071229745235	NA	-7.41853209803747	NA	NA	NA	NA	NA	NA	NA	NA	-2.62171589382878	NA	NA	NA	-0.53461483883329	NA	NA	NA	NA	NA	NA	NA	NA	-6.45313075956144	NA	-7.43227215466377	NA	NA	NA	NA	NA	NA	NA	NA	-8.43919156860356	-8.61606933068764	NA	NA	-10.7473138639659	NA	NA	NA	-3.64477570225346	NA	NA	NA	NA	-9.61606933068764	NA	-11.5546687860235	NA	NA	-9.9301779211157	NA	NA	NA	NA	-6.83585053856755	NA	NA	NA	NA	NA	NA	NA	NA	-8.08434885124346	NA	NA	NA	NA	NA	NA	-8.5546687860235	NA	NA	NA	NA	NA	-8.61606933068764	NA	NA	NA	NA	NA	NA	NA	-7.79978128386003	NA
Villapol_11_DPI_529	NA	NA	NA	NA	NA	NA	NA	-10.539697351202	NA	NA	NA	NA	NA	NA	NA	NA	-8.46169483920069	-4.78184439056194	-2.52971326262934	NA	NA	NA	-7.2177692563146	-6.52971326262934	NA	NA	NA	NA	NA	NA	NA	-8.31730492986552	NA	-9.18606039658727	NA	NA	-8.66522823328583	NA	-1.60699046378931	NA	NA	NA	NA	NA	NA	-10.539697351202	-4.24405594783488	NA	NA	NA	-1.44547301292095	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.90226743058667	NA	NA	NA	NA	-9.00918263450319	NA	NA	NA	-12.1246598519231	NA	NA	NA	NA	NA	NA	NA	-6.88944339022909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.9022674305867	NA	NA	NA	NA	NA
Villapol_11_DPI_530	NA	-8.34809580925453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.1554507313121	NA	NA	NA	-6.88243223690572	NA	NA	NA	-5.92023426961811	NA	NA	NA	NA	-11.7404132320333	NA	NA	-9.0399735138922	NA	NA	NA	-9.74041323203329	-7.57048823059098	-7.61113021508833	NA	-7.49248571858971	NA	NA	-9.0399735138922	NA	NA	-9.93305830997569	-1.78041129996521	-10.7404132320333	NA	NA	NA	-8.15545073131214	NA	NA	NA	NA	NA	NA	-10.1554507313121	-2.53461998263614	NA	NA	NA	NA	NA	-1.08846462130985	NA	NA	NA	NA	NA	-8.15545073131214	-10.7404132320333	NA	NA	NA	NA	-9.74041323203329	NA	NA	NA	-9.74041323203329	NA	NA	-10.4184851371459	NA	NA	-9.93305830997569	-8.83352263642477	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_531	NA	NA	-9.28782229498441	-12.6801397177632	NA	NA	NA	-5.76725038153321	-3.53293479282094	-10.095177217042	NA	-11.6801397177632	-7.65777190473472	NA	-6.38551896887154	-10.2207080991259	-7.95221926319997	-8.35821162287581	-4.34474936306925	-3.1274706202489	-12.6801397177632	NA	-1.49712471688041	NA	-7.77324912215465	NA	NA	NA	NA	-7.43221220431959	-2.69429778075983	-4.7642603389274	NA	NA	NA	NA	NA	NA	NA	-4.03989478154083	-7.1882866214335	-11.095177217042	-7.74940238020028	NA	NA	NA	-10.8727847957056	NA	-7.35821162287581	NA	NA	NA	NA	NA	NA	-8.1882866214335	-9.15657776170616	NA	-6.46097119730101	NA	-8.97969999962208	-7.27074878162547	NA	NA	NA	-7.68013971776317	NA	NA	-8.8221587226356	NA	NA	NA	NA	NA	-6.71435543310108	-7.47068635213422	NA	NA	NA	NA	NA	-8.5508567008182	NA	NA	NA	-9.09517721704201	NA	NA	NA	-6.32258771314509	NA	-10.095177217042	NA	NA	-9.87278479570557	NA	NA
Villapol_11_DPI_532	NA	NA	NA	NA	NA	NA	NA	NA	-6.82244132387858	NA	-8.58088664545524	NA	NA	NA	NA	-6.69987468167233	-9.44338312170531	NA	-11.4877772410638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.49909255429159	NA	NA	NA	NA	NA	-10.6804223190062	NA	-6.14348133314794	-5.24937250173868	NA	NA	NA	NA	NA	NA	-10.1658491461764	NA	NA	NA	-1.45005871131011	NA	NA	NA	NA	NA	NA	NA	-3.0536703124538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.1658491461764	NA	-5.45987124449387	NA	NA	NA	NA	NA	-4.4751527021987	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.57059166472736	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_533	NA	NA	NA	NA	NA	NA	NA	-6.12081315871797	-6.24570440654578	NA	NA	NA	NA	NA	-6.78906600280016	-10.0998535400823	-10.2153307575023	NA	-2.24858499660273	NA	NA	NA	-1.1862736437877	NA	NA	NA	NA	NA	NA	NA	-3.97215677402931	-4.03708089140902	NA	NA	NA	NA	NA	NA	NA	-4.21345347026159	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.12786791625192	-4.96108947012647	NA	NA	NA	NA	-12.2153307575023	NA	NA	NA	-9.15643706844869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.7586341065862	NA	NA	-9.40797583544466	-7.73420406776565	NA	NA	NA	NA	NA	-6.70226117526289	NA	NA	NA	-7.47836516333606	-10.6303682567811	-4.96108947012647	NA	-7.8934026626149	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_534	NA	NA	NA	NA	NA	NA	NA	-9.35508807688654	NA	NA	NA	NA	NA	NA	NA	-11.961745648707	NA	NA	-7.60099830492912	NA	NA	NA	-5.96790663333369	NA	NA	NA	NA	NA	NA	NA	-6.75229228307806	-7.94544383637791	NA	NA	NA	NA	-11.1732497539007	-12.251252265902	-11.4211772673443	-8.91338262714561	-11.0288598445655	NA	NA	NA	NA	NA	NA	-12.6138223452867	NA	-14.4211772673443	-6.98654903970758	NA	NA	NA	NA	-11.5142866717358	NA	NA	-0.174659324155395	NA	-11.4211772673443	NA	NA	NA	NA	NA	NA	NA	-13.8362147666232	-13.8362147666232	NA	-10.2918942503993	NA	NA	-11.7207375492032	NA	NA	-11.6138223452867	NA	NA	NA	-10.6662897651808	NA	NA	NA	NA	NA	-4.02885984456555	NA	-8.96174564870701	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_535	NA	NA	NA	NA	NA	NA	NA	NA	-6.55055609588593	NA	-9.48076776572907	NA	NA	NA	NA	-10.58030343928	-8.49688743109235	-11.2721811439177	NA	-11.8026958606164	NA	NA	NA	-7.90653167160097	NA	NA	NA	NA	NA	NA	-5.89047182070487	NA	NA	NA	NA	-7.87458877909822	-11.9726208620587	NA	-4.96840039574055	-6.0778030987508	NA	NA	NA	NA	NA	NA	-10.7246933486152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.919034318419571	NA	NA	-8.44905890600173	NA	NA	NA	NA	NA	NA	NA	-12.9726208620587	NA	-10.1652659400011	NA	NA	NA	NA	-11.3876583613376	-5.0552487825819	-13.3876583613376	NA	NA	NA	NA	NA	NA	NA	NA	-1.52411734258991	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_536	NA	NA	NA	NA	NA	NA	NA	NA	-7.42844297981411	NA	-9.11468881637245	NA	NA	NA	NA	-9.89604852989711	-8.55619852701249	-12.0886936078395	NA	NA	NA	NA	NA	-10.2521923401224	NA	NA	NA	NA	NA	NA	-6.92450497594634	NA	NA	NA	NA	NA	-12.0886936078395	NA	-6.34145967821947	-6.16133890967127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.605741633639209	NA	NA	-10.1411610277336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.84756165590477	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.94276146201899	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_537	NA	-13.4318240280079	NA	NA	NA	NA	NA	NA	-6.18389651456428	NA	-6.86958160378679	NA	NA	-14.4318240280079	NA	-10.8468615272867	-8.07427202338978	NA	-6.01819609898369	NA	NA	NA	-11.2618990265656	-8.67693652584439	NA	NA	NA	NA	NA	NA	-6.49518608900529	NA	NA	NA	NA	NA	-11.1098959331205	NA	-5.33906688708801	NA	NA	NA	NA	NA	NA	NA	-12.4318240280079	NA	NA	NA	-0.920812675125624	-8.93997093167819	NA	NA	NA	NA	NA	NA	-12.4318240280079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.36036166545124	-9.3025410110629	NA	NA	NA	NA	-2.73311936123752	NA	NA	NA	-11.6244691059503	NA	NA	NA	NA	NA	-2.16036100010349	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_538	NA	NA	NA	NA	NA	NA	NA	-14.1786648510065	-3.20353339408513	-7.28384708769853	-8.47822513286538	NA	-11.0087398495642	NA	-9.85673675611911	NA	-8.65510289494946	NA	-6.71105930092347	NA	NA	NA	-2.36128142310924	NA	-9.85673675611911	-10.271774255398	-8.50623950903498	NA	NA	NA	-3.45159529298277	NA	NA	NA	NA	NA	NA	NA	-7.05972377828296	NA	NA	-9.423777348843	-9.27177425539795	NA	NA	NA	NA	-5.56027934874787	-10.7192332323692	NA	-1.05163780800187	NA	NA	NA	NA	NA	NA	NA	NA	-8.50623950903498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.01879351422808	-11.1786648510065	NA	-8.13427073164802	NA	NA	-6.39730513748181	NA	NA	-11.1786648510065	-8.02891773150179	NA	NA	NA	NA	NA	-5.19852527336731	NA	-8.13427073164802	NA	NA	NA	NA	NA	NA	-13.1786648510065
Villapol_11_DPI_539	NA	NA	NA	NA	NA	NA	NA	-11.6544868587981	-5.22264107183273	NA	-7.30871202195639	NA	-11.9175212646319	NA	NA	NA	-6.92656640423492	NA	-5.2310207374487	NA	NA	NA	NA	-11.4320944374617	NA	NA	-11.6544868587981	NA	NA	NA	-5.73165471932058	NA	NA	NA	NA	NA	-13.2394493595193	NA	-6.61739754006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.608158602822936	-8.30871202195639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.19779020788207	-9.53900964137819	NA	-12.2394493595193	NA	NA	-3.26288523610395	-8.95404714065703	NA	-10.069524358077	-10.3325587639108	NA	NA	NA	NA	NA	-3.24015397249587	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_540	NA	NA	NA	NA	NA	NA	NA	NA	-6.57626157412248	NA	-9.51877607946172	NA	NA	NA	NA	-9.23337386059947	-8.76388857729825	-8.58803874189884	-10.8183363613206	NA	NA	NA	NA	-11.7114211574041	NA	NA	NA	NA	NA	NA	-7.17004792523064	NA	NA	NA	NA	-9.81833636132063	NA	NA	-1.56676291457224	-4.43662703810785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.7341412339042	NA	NA	NA	NA	NA	NA	NA	-1.28980711605899	NA	NA	-8.32895152058171	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.88941945938211	NA	NA	NA	NA	NA	-5.41811374045652	-12.1968479845744	NA	-12.1968479845744	-10.6118854838532	NA	NA	NA	NA	NA	-2.95034488629426	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_541	NA	NA	NA	NA	NA	NA	NA	-10.0505289055306	-4.62636261671245	NA	-8.07324898203064	NA	NA	NA	NA	-11.7286008106432	-7.94200444875239	NA	-9.19254791040298	NA	NA	NA	-11.4655664048094	NA	NA	NA	NA	NA	NA	NA	-5.15874520231224	NA	NA	NA	NA	-8.69297690091247	NA	NA	-2.31878561482271	-6.09052697346247	NA	NA	NA	NA	NA	NA	-9.80260139208697	NA	NA	NA	-5.12868796845606	NA	NA	NA	NA	NA	NA	NA	-1.62426415082846	NA	NA	-8.29564140336709	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.69297690091247	NA	NA	NA	NA	NA	-4.00204203153822	-10.8806039040882	NA	-10.4655664048094	-10.7286008106432	NA	NA	NA	NA	NA	-1.84168491479594	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_542	NA	NA	NA	NA	NA	NA	NA	NA	-5.64175619662244	NA	-7.7506905681756	NA	NA	NA	NA	-8.25319090870479	-8.33565306889676	-8.54047286078526	NA	NA	NA	NA	NA	-10.5162253145386	NA	NA	NA	NA	NA	NA	-5.95144069575506	NA	NA	NA	NA	NA	-12.4231159101471	NA	-5.89955395409009	-4.56980635474343	NA	NA	NA	NA	NA	NA	-11.1011878152597	NA	-12.8381534094259	NA	-0.7160803853144	-9.4231159101471	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.2531909087048	NA	NA	NA	-12.8381534094259	NA	NA	NA	NA	NA	-6.51022657391714	-9.25319090870479	NA	NA	NA	NA	-3.58469983434976	NA	NA	NA	NA	NA	NA	-11.2531909087048	NA	NA	-2.45265046936711	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_543	NA	NA	NA	NA	NA	NA	NA	NA	-5.54976438222005	NA	NA	NA	NA	NA	NA	-6.63680495066161	-7.42987564671297	-7.48050171978294	-5.2571895055936	NA	NA	NA	-12.2878566418405	-7.82842502320325	NA	NA	NA	NA	NA	NA	-6.03046879914789	NA	NA	NA	NA	NA	NA	NA	-11.4805017197829	-4.14447342785072	NA	NA	NA	NA	NA	NA	-10.1179316403982	-10.7028941411194	NA	NA	-0.285129512380201	-8.0024544229783	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.7028941411194	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.50322179628302	-9.48050171978294	NA	NA	NA	NA	-8.38096604623203	NA	NA	NA	NA	NA	NA	-11.2878566418405	NA	NA	-9.70289414111939	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_544	NA	NA	NA	-11.9373738201921	NA	NA	NA	-6.00663648262926	-6.15601410666749	-7.96774746923567	-9.06290470227601	NA	-5.20945336562895	NA	-9.61544572530479	-10.7149813988557	-8.35241131947099	-10.5223363209133	-6.59159898335042	-5.95248071258236	NA	NA	-4.04457805446942	-9.7149813988557	NA	NA	NA	NA	-11.9373738201921	-8.87848013113858	-4.28393158158823	-11.5223363209133	NA	NA	NA	-6.23693410205106	NA	NA	-1.17360816668223	-5.26967088846306	-12.5223363209133	-11.5223363209133	-8.82189660277221	NA	NA	NA	-10.7149813988557	-8.23693410205106	-8.66435532578573	NA	-6.48891331937585	-10.2004082260259	-11.2004082260259	-10.352411319471	NA	-9.7149813988557	NA	NA	-3.69737758038478	-10.062904702276	-10.9373738201921	-7.41381186413514	NA	NA	NA	NA	NA	NA	-9.93737382019215	NA	NA	-8.31288295528435	NA	-8.43487347966296	-9.20040822602594	NA	NA	-4.99485931485291	NA	NA	-8.99877436485629	-7.54505639741339	NA	NA	NA	-11.9373738201921	NA	-2.82189660277221	NA	-8.76744881874984	NA	NA	-8.39305330396834	NA	-8.76744881874984	-9.35241131947099	NA
Villapol_11_DPI_545	NA	NA	NA	NA	NA	NA	NA	-11.3642910192894	-5.89552153607281	-11.5866834406259	NA	NA	-7.33875592718231	NA	-10.5866834406259	NA	NA	-12.1716459413471	NA	-6.09483034429622	NA	NA	-4.01682783229495	NA	-10.0017209399047	NA	-6.5350213208034	NA	NA	-9.52778975157233	-4.6898465096813	NA	NA	NA	NA	-9.21744963096018	NA	NA	-1.55509709756806	-5.33244215325011	NA	NA	NA	NA	NA	NA	NA	-10.0017209399047	-10.5866834406259	NA	-5.34192320626099	NA	NA	NA	NA	-12.1716459413471	NA	NA	-1.27720708678479	NA	NA	-7.98182138246703	NA	NA	NA	-12.1716459413471	NA	NA	NA	NA	NA	-7.86786519316995	NA	-9.00172093990474	-13.1716459413471	NA	NA	-7.71221432270975	NA	NA	-12.1716459413471	-11.5866834406259	NA	NA	NA	NA	-12.1716459413471	-5.37723007499695	NA	-9.71221432270976	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_546	NA	NA	NA	NA	NA	NA	NA	NA	-5.29747868639611	NA	NA	NA	NA	NA	NA	-8.59913438625721	-6.91687468418114	-7.02539914095931	-7.45554353262836	NA	NA	NA	NA	-8.4106892968441	NA	NA	NA	NA	NA	NA	-5.61177121193514	NA	NA	NA	NA	NA	NA	NA	-1.01364774564259	-4.47273004344504	NA	NA	NA	NA	NA	NA	-9.32495942281822	NA	-12.0253991409593	NA	-1.4923127987917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.0253991409593	NA	NA	NA	NA	NA	NA	NA	-5.15195502844393	-11.2180442189017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.4404366402382	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_547	NA	NA	NA	NA	NA	NA	NA	NA	-3.95178713358284	NA	NA	NA	NA	-12.3947306294316	NA	-6.6398431272681	-4.95732531712427	-6.545064902516	-4.66228051638786	NA	NA	NA	-10.1723382080951	-10.3947306294316	NA	NA	NA	NA	NA	NA	-4.3286414389738	NA	NA	NA	NA	NA	-9.89223028890239	NA	-1.22063719099256	-4.08033620722961	NA	NA	NA	NA	NA	NA	-6.78002078531636	NA	-11.3947306294316	NA	-2.221469915426	-9.27925341201163	NA	NA	NA	NA	NA	-8.89223028890239	-11.9796931301527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.83121654797445	-9.58737570737397	NA	-10.9796931301527	-8.97969313015273	NA	NA	NA	NA	NA	NA	NA	-11.9796931301527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_548	NA	NA	NA	NA	NA	NA	NA	-8.74505078412265	-5.56996407756455	-9.30692967173076	NA	NA	-8.17568513845251	NA	NA	NA	-10.6992470945095	-12.6992470945095	-5.97132663994632	-5.81050384561126	NA	NA	-3.76113776829028	-10.3773189996222	NA	NA	NA	NA	NA	NA	-4.53182894867778	NA	NA	NA	NA	-8.14465824283188	NA	NA	-6.09933425232239	-5.32420766316259	-10.6992470945095	NA	NA	NA	NA	NA	NA	-8.84126609938195	-9.37731899962216	-12.6992470945095	-1.21442420024737	-10.3773189996222	NA	NA	NA	-10.6992470945095	NA	NA	-1.71803660623783	NA	NA	-7.25630359866079	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.37731899962216	NA	NA	NA	-8.52932209306721	NA	-7.97132663994632	NA	NA	-9.30692967173076	-9.792356498901	NA	NA	NA	-13.6992470945095	-9.99880737636843	-6.91788738098486	-12.6992470945095	-8.11428459378836	NA	NA	NA	NA	NA	NA	NA
